Id_Passageiro,Sobrevivente,Tipo_Bilhete,Nome,Sexo,Idade,Qtd_Irmaos_Conjuges,Qtd_Pais_filhos,Num_Bilhete,Tarifa_Passageiro,Num_Cabine,Porto_de_Embarque
477,Não,2ª Classe,"Renouf, Mr. Peter Henry",Masculino,34,1,0,31027,21.0,,Southampton
478,Não,3ª Classe,"Braund, Mr. Lewis Richard",Masculino,29,1,0,3460,7.0458,,Southampton
479,Não,3ª Classe,"Karlsson, Mr. Nils August",Masculino,22,0,0,350060,7.5208,,Southampton
480,Sim,3ª Classe,"Hirvonen, Miss. Hildur E",Feminino,2,0,1,3101298,12.2875,,Southampton
481,Não,3ª Classe,"Goodwin, Master. Harold Victor",Masculino,9,5,2,CA 2144,46.9,,Southampton
482,Não,2ª Classe,"Frost, Mr. Anthony Wood ""Archie""",Masculino,28,0,0,239854,0.0,,Southampton
483,Não,3ª Classe,"Rouse, Mr. Richard Henry",Masculino,50,0,0,A/5 3594,8.05,,Southampton
484,Sim,3ª Classe,"Turkula, Mrs. (Hedwig)",Feminino,63,0,0,4134,9.5875,,Southampton
485,Sim,1ª Classe,"Bishop, Mr. Dickinson H",Masculino,25,1,0,11967,91.0792,B49,Cherbourg
486,Não,3ª Classe,"Lefebre, Miss. Jeannie",Feminino,28,3,1,4133,25.4667,,Southampton
487,Sim,1ª Classe,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Feminino,35,1,0,19943,90.0,C93,Southampton
488,Não,1ª Classe,"Kent, Mr. Edward Austin",Masculino,58,0,0,11771,29.7,B37,Cherbourg
489,Não,3ª Classe,"Somerton, Mr. Francis William",Masculino,30,0,0,A.5. 18509,8.05,,Southampton
490,Sim,3ª Classe,"Coutts, Master. Eden Leslie ""Neville""",Masculino,9,1,1,C.A. 37671,15.9,,Southampton
491,Não,3ª Classe,"Hagland, Mr. Konrad Mathias Reiersen",Masculino,28,1,0,65304,19.9667,,Southampton
492,Não,3ª Classe,"Windelov, Mr. Einar",Masculino,21,0,0,SOTON/OQ 3101317,7.25,,Southampton
493,Não,1ª Classe,"Molson, Mr. Harry Markland",Masculino,55,0,0,113787,30.5,C30,Southampton
494,Não,1ª Classe,"Artagaveytia, Mr. Ramon",Masculino,71,0,0,PC 17609,49.5042,,Cherbourg
495,Não,3ª Classe,"Stanley, Mr. Edward Roland",Masculino,21,0,0,A/4 45380,8.05,,Southampton
496,Não,3ª Classe,"Yousseff, Mr. Gerious",Masculino,28,0,0,2627,14.4583,,Cherbourg
497,Sim,1ª Classe,"Eustis, Miss. Elizabeth Mussey",Feminino,54,1,0,36947,78.2667,D20,Cherbourg
498,Não,3ª Classe,"Shellard, Mr. Frederick William",Masculino,28,0,0,C.A. 6212,15.1,,Southampton
499,Não,1ª Classe,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",Feminino,25,1,2,113781,151.55,C22 C26,Southampton
500,Não,3ª Classe,"Svensson, Mr. Olof",Masculino,24,0,0,350035,7.7958,,Southampton
501,Não,3ª Classe,"Calic, Mr. Petar",Masculino,17,0,0,315086,8.6625,,Southampton
502,Não,3ª Classe,"Canavan, Miss. Mary",Feminino,21,0,0,364846,7.75,,Queenstown
503,Não,3ª Classe,"O'Sullivan, Miss. Bridget Mary",Feminino,28,0,0,330909,7.6292,,Queenstown
504,Não,3ª Classe,"Laitinen, Miss. Kristina Sofia",Feminino,37,0,0,4135,9.5875,,Southampton
505,Sim,1ª Classe,"Maioni, Miss. Roberta",Feminino,16,0,0,110152,86.5,B79,Southampton
506,Não,1ª Classe,"Penasco y Castellana, Mr. Victor de Satode",Masculino,18,1,0,PC 17758,108.9,C65,Cherbourg
507,Sim,2ª Classe,"Quick, Mrs. Frederick Charles (Jane Richards)",Feminino,33,0,2,26360,26.0,,Southampton
508,Sim,1ª Classe,"Bradley, Mr. George (""George Arthur Brayton"")",Masculino,28,0,0,111427,26.55,,Southampton
509,Não,3ª Classe,"Olsen, Mr. Henry Margido",Masculino,28,0,0,C 4001,22.525,,Southampton
510,Sim,3ª Classe,"Lang, Mr. Fang",Masculino,26,0,0,1601,56.4958,,Southampton
511,Sim,3ª Classe,"Daly, Mr. Eugene Patrick",Masculino,29,0,0,382651,7.75,,Queenstown
512,Não,3ª Classe,"Webber, Mr. James",Masculino,28,0,0,SOTON/OQ 3101316,8.05,,Southampton
513,Sim,1ª Classe,"McGough, Mr. James Robert",Masculino,36,0,0,PC 17473,26.2875,E25,Southampton
514,Sim,1ª Classe,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",Feminino,54,1,0,PC 17603,59.4,,Cherbourg
515,Não,3ª Classe,"Coleff, Mr. Satio",Masculino,24,0,0,349209,7.4958,,Southampton
516,Não,1ª Classe,"Walker, Mr. William Anderson",Masculino,47,0,0,36967,34.0208,D46,Southampton
517,Sim,2ª Classe,"Lemore, Mrs. (Amelia Milley)",Feminino,34,0,0,C.A. 34260,10.5,F33,Southampton
518,Não,3ª Classe,"Ryan, Mr. Patrick",Masculino,28,0,0,371110,24.15,,Queenstown
519,Sim,2ª Classe,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",Feminino,36,1,0,226875,26.0,,Southampton
520,Não,3ª Classe,"Pavlovic, Mr. Stefo",Masculino,32,0,0,349242,7.8958,,Southampton
521,Sim,1ª Classe,"Perreault, Miss. Anne",Feminino,30,0,0,12749,93.5,B73,Southampton
522,Não,3ª Classe,"Vovk, Mr. Janko",Masculino,22,0,0,349252,7.8958,,Southampton
523,Não,3ª Classe,"Lahoud, Mr. Sarkis",Masculino,28,0,0,2624,7.225,,Cherbourg
524,Sim,1ª Classe,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",Feminino,44,0,1,111361,57.9792,B18,Cherbourg
525,Não,3ª Classe,"Kassem, Mr. Fared",Masculino,28,0,0,2700,7.2292,,Cherbourg
526,Não,3ª Classe,"Farrell, Mr. James",Masculino,40,0,0,367232,7.75,,Queenstown
527,Sim,2ª Classe,"Ridsdale, Miss. Lucy",Feminino,50,0,0,W./C. 14258,10.5,,Southampton
528,Não,1ª Classe,"Farthing, Mr. John",Masculino,28,0,0,PC 17483,221.7792,C95,Southampton
529,Não,3ª Classe,"Salonen, Mr. Johan Werner",Masculino,39,0,0,3101296,7.925,,Southampton
530,Não,2ª Classe,"Hocking, Mr. Richard George",Masculino,23,2,1,29104,11.5,,Southampton
531,Sim,2ª Classe,"Quick, Miss. Phyllis May",Feminino,2,1,1,26360,26.0,,Southampton
532,Não,3ª Classe,"Toufik, Mr. Nakli",Masculino,28,0,0,2641,7.2292,,Cherbourg
533,Não,3ª Classe,"Elias, Mr. Joseph Jr",Masculino,17,1,1,2690,7.2292,,Cherbourg
534,Sim,3ª Classe,"Peter, Mrs. Catherine (Catherine Rizk)",Feminino,28,0,2,2668,22.3583,,Cherbourg
535,Não,3ª Classe,"Cacic, Miss. Marija",Feminino,30,0,0,315084,8.6625,,Southampton
536,Sim,2ª Classe,"Hart, Miss. Eva Miriam",Feminino,7,0,2,F.C.C. 13529,26.25,,Southampton
537,Não,1ª Classe,"Butt, Major. Archibald Willingham",Masculino,45,0,0,113050,26.55,B38,Southampton
538,Sim,1ª Classe,"LeRoy, Miss. Bertha",Feminino,30,0,0,PC 17761,106.425,,Cherbourg
539,Não,3ª Classe,"Risien, Mr. Samuel Beard",Masculino,28,0,0,364498,14.5,,Southampton
540,Sim,1ª Classe,"Frolicher, Miss. Hedwig Margaritha",Feminino,22,0,2,13568,49.5,B39,Cherbourg
541,Sim,1ª Classe,"Crosby, Miss. Harriet R",Feminino,36,0,2,WE/P 5735,71.0,B22,Southampton
542,Não,3ª Classe,"Andersson, Miss. Ingeborg Constanzia",Feminino,9,4,2,347082,31.275,,Southampton
543,Não,3ª Classe,"Andersson, Miss. Sigrid Elisabeth",Feminino,11,4,2,347082,31.275,,Southampton
544,Sim,2ª Classe,"Beane, Mr. Edward",Masculino,32,1,0,2908,26.0,,Southampton
545,Não,1ª Classe,"Douglas, Mr. Walter Donald",Masculino,50,1,0,PC 17761,106.425,C86,Cherbourg
546,Não,1ª Classe,"Nicholson, Mr. Arthur Ernest",Masculino,64,0,0,693,26.0,,Southampton
547,Sim,2ª Classe,"Beane, Mrs. Edward (Ethel Clarke)",Feminino,19,1,0,2908,26.0,,Southampton
548,Sim,2ª Classe,"Padro y Manent, Mr. Julian",Masculino,28,0,0,SC/PARIS 2146,13.8625,,Cherbourg
549,Não,3ª Classe,"Goldsmith, Mr. Frank John",Masculino,33,1,1,363291,20.525,,Southampton
550,Sim,2ª Classe,"Davies, Master. John Morgan Jr",Masculino,8,1,1,C.A. 33112,36.75,,Southampton
551,Sim,1ª Classe,"Thayer, Mr. John Borland Jr",Masculino,17,0,2,17421,110.8833,C70,Cherbourg
552,Não,2ª Classe,"Sharp, Mr. Percival James R",Masculino,27,0,0,244358,26.0,,Southampton
553,Não,3ª Classe,"O'Brien, Mr. Timothy",Masculino,28,0,0,330979,7.8292,,Queenstown
554,Sim,3ª Classe,"Leeni, Mr. Fahim (""Philip Zenni"")",Masculino,22,0,0,2620,7.225,,Cherbourg
555,Sim,3ª Classe,"Ohman, Miss. Velin",Feminino,22,0,0,347085,7.775,,Southampton
556,Não,1ª Classe,"Wright, Mr. George",Masculino,62,0,0,113807,26.55,,Southampton
557,Sim,1ª Classe,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Feminino,48,1,0,11755,39.6,A16,Cherbourg
558,Não,1ª Classe,"Robbins, Mr. Victor",Masculino,28,0,0,PC 17757,227.525,,Cherbourg
559,Sim,1ª Classe,"Taussig, Mrs. Emil (Tillie Mandelbaum)",Feminino,39,1,1,110413,79.65,E67,Southampton
560,Sim,3ª Classe,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Feminino,36,1,0,345572,17.4,,Southampton
561,Não,3ª Classe,"Morrow, Mr. Thomas Rowan",Masculino,28,0,0,372622,7.75,,Queenstown
562,Não,3ª Classe,"Sivic, Mr. Husein",Masculino,40,0,0,349251,7.8958,,Southampton
563,Não,2ª Classe,"Norman, Mr. Robert Douglas",Masculino,28,0,0,218629,13.5,,Southampton
564,Não,3ª Classe,"Simmons, Mr. John",Masculino,28,0,0,SOTON/OQ 392082,8.05,,Southampton
565,Não,3ª Classe,"Meanwell, Miss. (Marion Ogden)",Feminino,28,0,0,SOTON/O.Q. 392087,8.05,,Southampton
566,Não,3ª Classe,"Davies, Mr. Alfred J",Masculino,24,2,0,A/4 48871,24.15,,Southampton
567,Não,3ª Classe,"Stoytcheff, Mr. Ilia",Masculino,19,0,0,349205,7.8958,,Southampton
568,Não,3ª Classe,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",Feminino,29,0,4,349909,21.075,,Southampton
569,Não,3ª Classe,"Doharr, Mr. Tannous",Masculino,28,0,0,2686,7.2292,,Cherbourg
570,Sim,3ª Classe,"Jonsson, Mr. Carl",Masculino,32,0,0,350417,7.8542,,Southampton
571,Sim,2ª Classe,"Harris, Mr. George",Masculino,62,0,0,S.W./PP 752,10.5,,Southampton
572,Sim,1ª Classe,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",Feminino,53,2,0,11769,51.4792,C101,Southampton
573,Sim,1ª Classe,"Flynn, Mr. John Irwin (""Irving"")",Masculino,36,0,0,PC 17474,26.3875,E25,Southampton
574,Sim,3ª Classe,"Kelly, Miss. Mary",Feminino,28,0,0,14312,7.75,,Queenstown
575,Não,3ª Classe,"Rush, Mr. Alfred George John",Masculino,16,0,0,A/4. 20589,8.05,,Southampton
576,Não,3ª Classe,"Patchett, Mr. George",Masculino,19,0,0,358585,14.5,,Southampton
577,Sim,2ª Classe,"Garside, Miss. Ethel",Feminino,34,0,0,243880,13.0,,Southampton
578,Sim,1ª Classe,"Silvey, Mrs. William Baird (Alice Munger)",Feminino,39,1,0,13507,55.9,E44,Southampton
579,Não,3ª Classe,"Caram, Mrs. Joseph (Maria Elias)",Feminino,28,1,0,2689,14.4583,,Cherbourg
580,Sim,3ª Classe,"Jussila, Mr. Eiriik",Masculino,32,0,0,STON/O 2. 3101286,7.925,,Southampton
581,Sim,2ª Classe,"Christy, Miss. Julie Rachel",Feminino,25,1,1,237789,30.0,,Southampton
582,Sim,1ª Classe,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Feminino,39,1,1,17421,110.8833,C68,Cherbourg
583,Não,2ª Classe,"Downton, Mr. William James",Masculino,54,0,0,28403,26.0,,Southampton
584,Não,1ª Classe,"Ross, Mr. John Hugo",Masculino,36,0,0,13049,40.125,A10,Cherbourg
585,Não,3ª Classe,"Paulner, Mr. Uscher",Masculino,28,0,0,3411,8.7125,,Cherbourg
586,Sim,1ª Classe,"Taussig, Miss. Ruth",Feminino,18,0,2,110413,79.65,E68,Southampton
587,Não,2ª Classe,"Jarvis, Mr. John Denzil",Masculino,47,0,0,237565,15.0,,Southampton
588,Sim,1ª Classe,"Frolicher-Stehli, Mr. Maxmillian",Masculino,60,1,1,13567,79.2,B41,Cherbourg
589,Não,3ª Classe,"Gilinski, Mr. Eliezer",Masculino,22,0,0,14973,8.05,,Southampton
590,Não,3ª Classe,"Murdlin, Mr. Joseph",Masculino,28,0,0,A./5. 3235,8.05,,Southampton
591,Não,3ª Classe,"Rintamaki, Mr. Matti",Masculino,35,0,0,STON/O 2. 3101273,7.125,,Southampton
592,Sim,1ª Classe,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Feminino,52,1,0,36947,78.2667,D20,Cherbourg
593,Não,3ª Classe,"Elsbury, Mr. William James",Masculino,47,0,0,A/5 3902,7.25,,Southampton
594,Não,3ª Classe,"Bourke, Miss. Mary",Feminino,28,0,2,364848,7.75,,Queenstown
595,Não,2ª Classe,"Chapman, Mr. John Henry",Masculino,37,1,0,SC/AH 29037,26.0,,Southampton
596,Não,3ª Classe,"Van Impe, Mr. Jean Baptiste",Masculino,36,1,1,345773,24.15,,Southampton
597,Sim,2ª Classe,"Leitch, Miss. Jessie Wills",Feminino,28,0,0,248727,33.0,,Southampton
598,Não,3ª Classe,"Johnson, Mr. Alfred",Masculino,49,0,0,LINE,0.0,,Southampton
599,Não,3ª Classe,"Boulos, Mr. Hanna",Masculino,28,0,0,2664,7.225,,Cherbourg
600,Sim,1ª Classe,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Masculino,49,1,0,PC 17485,56.9292,A20,Cherbourg
601,Sim,2ª Classe,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Feminino,24,2,1,243847,27.0,,Southampton
602,Não,3ª Classe,"Slabenoff, Mr. Petco",Masculino,28,0,0,349214,7.8958,,Southampton
603,Não,1ª Classe,"Harrington, Mr. Charles H",Masculino,28,0,0,113796,42.4,,Southampton
604,Não,3ª Classe,"Torber, Mr. Ernst William",Masculino,44,0,0,364511,8.05,,Southampton
605,Sim,1ª Classe,"Homer, Mr. Harry (""Mr E Haven"")",Masculino,35,0,0,111426,26.55,,Cherbourg
606,Não,3ª Classe,"Lindell, Mr. Edvard Bengtsson",Masculino,36,1,0,349910,15.55,,Southampton
607,Não,3ª Classe,"Karaic, Mr. Milan",Masculino,30,0,0,349246,7.8958,,Southampton
608,Sim,1ª Classe,"Daniel, Mr. Robert Williams",Masculino,27,0,0,113804,30.5,,Southampton
609,Sim,2ª Classe,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Feminino,22,1,2,SC/Paris 2123,41.5792,,Cherbourg
610,Sim,1ª Classe,"Shutes, Miss. Elizabeth W",Feminino,40,0,0,PC 17582,153.4625,C125,Southampton
611,Não,3ª Classe,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Feminino,39,1,5,347082,31.275,,Southampton
612,Não,3ª Classe,"Jardin, Mr. Jose Neto",Masculino,28,0,0,SOTON/O.Q. 3101305,7.05,,Southampton
613,Sim,3ª Classe,"Murphy, Miss. Margaret Jane",Feminino,28,1,0,367230,15.5,,Queenstown
614,Não,3ª Classe,"Horgan, Mr. John",Masculino,28,0,0,370377,7.75,,Queenstown
615,Não,3ª Classe,"Brocklebank, Mr. William Alfred",Masculino,35,0,0,364512,8.05,,Southampton
616,Sim,2ª Classe,"Herman, Miss. Alice",Feminino,24,1,2,220845,65.0,,Southampton
617,Não,3ª Classe,"Danbom, Mr. Ernst Gilbert",Masculino,34,1,1,347080,14.4,,Southampton
618,Não,3ª Classe,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Feminino,26,1,0,A/5. 3336,16.1,,Southampton
619,Sim,2ª Classe,"Becker, Miss. Marion Louise",Feminino,4,2,1,230136,39.0,F4,Southampton
620,Não,2ª Classe,"Gavey, Mr. Lawrence",Masculino,26,0,0,31028,10.5,,Southampton
621,Não,3ª Classe,"Yasbeck, Mr. Antoni",Masculino,27,1,0,2659,14.4542,,Cherbourg
622,Sim,1ª Classe,"Kimball, Mr. Edwin Nelson Jr",Masculino,42,1,0,11753,52.5542,D19,Southampton
623,Sim,3ª Classe,"Nakid, Mr. Sahid",Masculino,20,1,1,2653,15.7417,,Cherbourg
624,Não,3ª Classe,"Hansen, Mr. Henry Damsgaard",Masculino,21,0,0,350029,7.8542,,Southampton
625,Não,3ª Classe,"Bowen, Mr. David John ""Dai""",Masculino,21,0,0,54636,16.1,,Southampton
626,Não,1ª Classe,"Sutton, Mr. Frederick",Masculino,61,0,0,36963,32.3208,D50,Southampton
627,Não,2ª Classe,"Kirkland, Rev. Charles Leonard",Masculino,57,0,0,219533,12.35,,Queenstown
628,Sim,1ª Classe,"Longley, Miss. Gretchen Fiske",Feminino,21,0,0,13502,77.9583,D9,Southampton
629,Não,3ª Classe,"Bostandyeff, Mr. Guentcho",Masculino,26,0,0,349224,7.8958,,Southampton
630,Não,3ª Classe,"O'Connell, Mr. Patrick D",Masculino,28,0,0,334912,7.7333,,Queenstown
631,Sim,1ª Classe,"Barkworth, Mr. Algernon Henry Wilson",Masculino,80,0,0,27042,30.0,A23,Southampton
632,Não,3ª Classe,"Lundahl, Mr. Johan Svensson",Masculino,51,0,0,347743,7.0542,,Southampton
633,Sim,1ª Classe,"Stahelin-Maeglin, Dr. Max",Masculino,32,0,0,13214,30.5,B50,Cherbourg
634,Não,1ª Classe,"Parr, Mr. William Henry Marsh",Masculino,28,0,0,112052,0.0,,Southampton
635,Não,3ª Classe,"Skoog, Miss. Mabel",Feminino,9,3,2,347088,27.9,,Southampton
636,Sim,2ª Classe,"Davis, Miss. Mary",Feminino,28,0,0,237668,13.0,,Southampton
637,Não,3ª Classe,"Leinonen, Mr. Antti Gustaf",Masculino,32,0,0,STON/O 2. 3101292,7.925,,Southampton
638,Não,2ª Classe,"Collyer, Mr. Harvey",Masculino,31,1,1,C.A. 31921,26.25,,Southampton
639,Não,3ª Classe,"Panula, Mrs. Juha (Maria Emilia Ojala)",Feminino,41,0,5,3101295,39.6875,,Southampton
640,Não,3ª Classe,"Thorneycroft, Mr. Percival",Masculino,28,1,0,376564,16.1,,Southampton
641,Não,3ª Classe,"Jensen, Mr. Hans Peder",Masculino,20,0,0,350050,7.8542,,Southampton
642,Sim,1ª Classe,"Sagesser, Mlle. Emma",Feminino,24,0,0,PC 17477,69.3,B35,Cherbourg
643,Não,3ª Classe,"Skoog, Miss. Margit Elizabeth",Feminino,2,3,2,347088,27.9,,Southampton
644,Sim,3ª Classe,"Foo, Mr. Choong",Masculino,28,0,0,1601,56.4958,,Southampton
645,Sim,3ª Classe,"Baclini, Miss. Eugenie",Feminino,0,2,1,2666,19.2583,,Cherbourg
646,Sim,1ª Classe,"Harper, Mr. Henry Sleeper",Masculino,48,1,0,PC 17572,76.7292,D33,Cherbourg
647,Não,3ª Classe,"Cor, Mr. Liudevit",Masculino,19,0,0,349231,7.8958,,Southampton
648,Sim,1ª Classe,"Simonius-Blumer, Col. Oberst Alfons",Masculino,56,0,0,13213,35.5,A26,Cherbourg
649,Não,3ª Classe,"Willey, Mr. Edward",Masculino,28,0,0,S.O./P.P. 751,7.55,,Southampton
650,Sim,3ª Classe,"Stanley, Miss. Amy Zillah Elsie",Feminino,23,0,0,CA. 2314,7.55,,Southampton
651,Não,3ª Classe,"Mitkoff, Mr. Mito",Masculino,28,0,0,349221,7.8958,,Southampton
652,Sim,2ª Classe,"Doling, Miss. Elsie",Feminino,18,0,1,231919,23.0,,Southampton
653,Não,3ª Classe,"Kalvik, Mr. Johannes Halvorsen",Masculino,21,0,0,8475,8.4333,,Southampton
654,Sim,3ª Classe,"O'Leary, Miss. Hanora ""Norah""",Feminino,28,0,0,330919,7.8292,,Queenstown
655,Não,3ª Classe,"Hegarty, Miss. Hanora ""Nora""",Feminino,18,0,0,365226,6.75,,Queenstown
656,Não,2ª Classe,"Hickman, Mr. Leonard Mark",Masculino,24,2,0,S.O.C. 14879,73.5,,Southampton
657,Não,3ª Classe,"Radeff, Mr. Alexander",Masculino,28,0,0,349223,7.8958,,Southampton
658,Não,3ª Classe,"Bourke, Mrs. John (Catherine)",Feminino,32,1,1,364849,15.5,,Queenstown
659,Não,2ª Classe,"Eitemiller, Mr. George Floyd",Masculino,23,0,0,29751,13.0,,Southampton
660,Não,1ª Classe,"Newell, Mr. Arthur Webster",Masculino,58,0,2,35273,113.275,D48,Cherbourg
661,Sim,1ª Classe,"Frauenthal, Dr. Henry William",Masculino,50,2,0,PC 17611,133.65,,Southampton
662,Não,3ª Classe,"Badt, Mr. Mohamed",Masculino,40,0,0,2623,7.225,,Cherbourg
663,Não,1ª Classe,"Colley, Mr. Edward Pomeroy",Masculino,47,0,0,5727,25.5875,E58,Southampton
664,Não,3ª Classe,"Coleff, Mr. Peju",Masculino,36,0,0,349210,7.4958,,Southampton
665,Sim,3ª Classe,"Lindqvist, Mr. Eino William",Masculino,20,1,0,STON/O 2. 3101285,7.925,,Southampton
666,Não,2ª Classe,"Hickman, Mr. Lewis",Masculino,32,2,0,S.O.C. 14879,73.5,,Southampton
667,Não,2ª Classe,"Butler, Mr. Reginald Fenton",Masculino,25,0,0,234686,13.0,,Southampton
668,Não,3ª Classe,"Rommetvedt, Mr. Knud Paust",Masculino,28,0,0,312993,7.775,,Southampton
669,Não,3ª Classe,"Cook, Mr. Jacob",Masculino,43,0,0,A/5 3536,8.05,,Southampton
670,Sim,1ª Classe,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Feminino,28,1,0,19996,52.0,C126,Southampton
671,Sim,2ª Classe,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Feminino,40,1,1,29750,39.0,,Southampton
672,Não,1ª Classe,"Davidson, Mr. Thornton",Masculino,31,1,0,F.C. 12750,52.0,B71,Southampton
673,Não,2ª Classe,"Mitchell, Mr. Henry Michael",Masculino,70,0,0,C.A. 24580,10.5,,Southampton
674,Sim,2ª Classe,"Wilhelms, Mr. Charles",Masculino,31,0,0,244270,13.0,,Southampton
675,Não,2ª Classe,"Watson, Mr. Ennis Hastings",Masculino,28,0,0,239856,0.0,,Southampton
676,Não,3ª Classe,"Edvardsson, Mr. Gustaf Hjalmar",Masculino,18,0,0,349912,7.775,,Southampton
677,Não,3ª Classe,"Sawyer, Mr. Frederick Charles",Masculino,24,0,0,342826,8.05,,Southampton
678,Sim,3ª Classe,"Turja, Miss. Anna Sofia",Feminino,18,0,0,4138,9.8417,,Southampton
679,Não,3ª Classe,"Goodwin, Mrs. Frederick (Augusta Tyler)",Feminino,43,1,6,CA 2144,46.9,,Southampton
680,Sim,1ª Classe,"Cardeza, Mr. Thomas Drake Martinez",Masculino,36,0,1,PC 17755,512.3292,B51 B53 B55,Cherbourg
681,Não,3ª Classe,"Peters, Miss. Katie",Feminino,28,0,0,330935,8.1375,,Queenstown
682,Sim,1ª Classe,"Hassab, Mr. Hammad",Masculino,27,0,0,PC 17572,76.7292,D49,Cherbourg
683,Não,3ª Classe,"Olsvigen, Mr. Thor Anderson",Masculino,20,0,0,6563,9.225,,Southampton
684,Não,3ª Classe,"Goodwin, Mr. Charles Edward",Masculino,14,5,2,CA 2144,46.9,,Southampton
685,Não,2ª Classe,"Brown, Mr. Thomas William Solomon",Masculino,60,1,1,29750,39.0,,Southampton
686,Não,2ª Classe,"Laroche, Mr. Joseph Philippe Lemercier",Masculino,25,1,2,SC/Paris 2123,41.5792,,Cherbourg
687,Não,3ª Classe,"Panula, Mr. Jaako Arnold",Masculino,14,4,1,3101295,39.6875,,Southampton
688,Não,3ª Classe,"Dakic, Mr. Branko",Masculino,19,0,0,349228,10.1708,,Southampton
689,Não,3ª Classe,"Fischer, Mr. Eberhard Thelander",Masculino,18,0,0,350036,7.7958,,Southampton
690,Sim,1ª Classe,"Madill, Miss. Georgette Alexandra",Feminino,15,0,1,24160,211.3375,B5,Southampton
691,Sim,1ª Classe,"Dick, Mr. Albert Adrian",Masculino,31,1,0,17474,57.0,B20,Southampton
692,Sim,3ª Classe,"Karun, Miss. Manca",Feminino,4,0,1,349256,13.4167,,Cherbourg
693,Sim,3ª Classe,"Lam, Mr. Ali",Masculino,28,0,0,1601,56.4958,,Southampton
694,Não,3ª Classe,"Saad, Mr. Khalil",Masculino,25,0,0,2672,7.225,,Cherbourg
695,Não,1ª Classe,"Weir, Col. John",Masculino,60,0,0,113800,26.55,,Southampton
696,Não,2ª Classe,"Chapman, Mr. Charles Henry",Masculino,52,0,0,248731,13.5,,Southampton
697,Não,3ª Classe,"Kelly, Mr. James",Masculino,44,0,0,363592,8.05,,Southampton
698,Sim,3ª Classe,"Mullens, Miss. Katherine ""Katie""",Feminino,28,0,0,35852,7.7333,,Queenstown
699,Não,1ª Classe,"Thayer, Mr. John Borland",Masculino,49,1,1,17421,110.8833,C68,Cherbourg
700,Não,3ª Classe,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Masculino,42,0,0,348121,7.65,F G63,Southampton
701,Sim,1ª Classe,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Feminino,18,1,0,PC 17757,227.525,C62 C64,Cherbourg
702,Sim,1ª Classe,"Silverthorne, Mr. Spencer Victor",Masculino,35,0,0,PC 17475,26.2875,E24,Southampton
703,Não,3ª Classe,"Barbara, Miss. Saiide",Feminino,18,0,1,2691,14.4542,,Cherbourg
704,Não,3ª Classe,"Gallagher, Mr. Martin",Masculino,25,0,0,36864,7.7417,,Queenstown
705,Não,3ª Classe,"Hansen, Mr. Henrik Juul",Masculino,26,1,0,350025,7.8542,,Southampton
706,Não,2ª Classe,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Masculino,39,0,0,250655,26.0,,Southampton
707,Sim,2ª Classe,"Kelly, Mrs. Florence ""Fannie""",Feminino,45,0,0,223596,13.5,,Southampton
708,Sim,1ª Classe,"Calderhead, Mr. Edward Pennington",Masculino,42,0,0,PC 17476,26.2875,E24,Southampton
709,Sim,1ª Classe,"Cleaver, Miss. Alice",Feminino,22,0,0,113781,151.55,,Southampton
710,Sim,3ª Classe,"Moubarek, Master. Halim Gonios (""William George"")",Masculino,28,1,1,2661,15.2458,,Cherbourg
711,Sim,1ª Classe,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Feminino,24,0,0,PC 17482,49.5042,C90,Cherbourg
712,Não,1ª Classe,"Klaber, Mr. Herman",Masculino,28,0,0,113028,26.55,C124,Southampton
713,Sim,1ª Classe,"Taylor, Mr. Elmer Zebley",Masculino,48,1,0,19996,52.0,C126,Southampton
714,Não,3ª Classe,"Larsson, Mr. August Viktor",Masculino,29,0,0,7545,9.4833,,Southampton
715,Não,2ª Classe,"Greenberg, Mr. Samuel",Masculino,52,0,0,250647,13.0,,Southampton
716,Não,3ª Classe,"Soholt, Mr. Peter Andreas Lauritz Andersen",Masculino,19,0,0,348124,7.65,F G73,Southampton
